surah,verse,surah_type,num_names,names_translit,names_arabic,last_word_divine,ends_with_pair
1,1,meccan,3,al-Rahman|al-Rahim|Allah,الرحمن|الرحيم|الله,1,1
1,2,meccan,1,Allah,الله,0,0
1,3,meccan,2,al-Rahman|al-Rahim,الرحمن|الرحيم,1,1
2,7,medinan,1,Allah,الله,0,0
2,8,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,9,medinan,1,Allah,الله,0,0
2,10,medinan,1,Allah,الله,0,0
2,15,medinan,1,Allah,الله,0,0
2,17,medinan,1,Allah,الله,0,0
2,19,medinan,1,Allah,الله,0,0
2,20,medinan,1,Allah,الله,0,0
2,22,medinan,1,Allah,الله,0,0
2,23,medinan,1,Allah,الله,0,0
2,26,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,27,medinan,1,Allah,الله,0,0
2,28,medinan,1,Allah,الله,0,0
2,32,medinan,2,al-Hakim|al-'Alim,الحكيم|العليم,1,1
2,37,medinan,2,al-Tawwab|al-Rahim,التواب|الرحيم,1,1
2,54,medinan,2,al-Tawwab|al-Rahim,التواب|الرحيم,1,1
2,55,medinan,1,Allah,الله,0,0
2,60,medinan,1,Allah,الله,0,0
2,61,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,62,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,64,medinan,1,Allah,الله,0,0
2,67,medinan,1,Allah,الله,0,0
2,70,medinan,1,Allah,الله,0,0
2,72,medinan,1,Allah,الله,0,0
2,73,medinan,1,Allah,الله,0,0
2,74,medinan,1,Allah,الله,0,0
2,75,medinan,1,Allah,الله,0,0
2,76,medinan,1,Allah,الله,0,0
2,77,medinan,1,Allah,الله,0,0
2,79,medinan,1,Allah,الله,0,0
2,80,medinan,1,Allah,الله,0,0
2,83,medinan,1,Allah,الله,0,0
2,85,medinan,1,Allah,الله,0,0
2,88,medinan,1,Allah,الله,0,0
2,89,medinan,1,Allah,الله,0,0
2,90,medinan,1,Allah,الله,0,0
2,91,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,94,medinan,1,Allah,الله,0,0
2,95,medinan,1,Allah,الله,0,0
2,96,medinan,1,Allah,الله,0,0
2,97,medinan,1,Allah,الله,0,0
2,98,medinan,1,Allah,الله,0,0
2,101,medinan,1,Allah,الله,0,0
2,102,medinan,1,Allah,الله,0,0
2,103,medinan,1,Allah,الله,0,0
2,105,medinan,2,al-'Azim|Allah,العظيم|الله,1,0
2,106,medinan,1,Allah,الله,0,0
2,107,medinan,1,Allah,الله,0,0
2,109,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,110,medinan,1,Allah,الله,0,0
2,112,medinan,1,Allah,الله,0,0
2,113,medinan,1,Allah,الله,0,0
2,114,medinan,1,Allah,الله,0,0
2,115,medinan,1,Allah,الله,0,0
2,116,medinan,1,Allah,الله,0,0
2,118,medinan,1,Allah,الله,0,0
2,120,medinan,1,Allah,الله,0,0
2,126,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,127,medinan,2,al-Sami|al-'Alim,السميع|العليم,1,1
2,128,medinan,2,al-Tawwab|al-Rahim,التواب|الرحيم,1,1
2,129,medinan,2,al-Hakim|al-Aziz,الحكيم|العزيز,1,1
2,132,medinan,1,Allah,الله,0,0
2,136,medinan,1,Allah,الله,0,0
2,137,medinan,3,al-Sami|al-'Alim|Allah,السميع|العليم|الله,1,1
2,138,medinan,1,Allah,الله,0,0
2,139,medinan,1,Allah,الله,0,0
2,140,medinan,1,Allah,الله,0,0
2,142,medinan,1,Allah,الله,0,0
2,143,medinan,1,Allah,الله,0,0
2,144,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,148,medinan,1,Allah,الله,0,0
2,149,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,153,medinan,1,Allah,الله,0,0
2,154,medinan,1,Allah,الله,0,0
2,156,medinan,1,Allah,الله,0,0
2,158,medinan,1,Allah,الله,0,0
2,159,medinan,1,Allah,الله,0,0
2,160,medinan,2,al-Tawwab|al-Rahim,التواب|الرحيم,1,1
2,161,medinan,1,Allah,الله,0,0
2,163,medinan,2,al-Rahman|al-Rahim,الرحمن|الرحيم,1,1
2,164,medinan,1,Allah,الله,0,0
2,165,medinan,1,Allah,الله,0,0
2,167,medinan,1,Allah,الله,0,0
2,169,medinan,1,Allah,الله,0,0
2,170,medinan,1,Allah,الله,0,0
2,172,medinan,1,Allah,الله,0,0
2,173,medinan,1,Allah,الله,0,0
2,174,medinan,1,Allah,الله,0,0
2,176,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,177,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,181,medinan,1,Allah,الله,0,0
2,182,medinan,1,Allah,الله,0,0
2,185,medinan,1,Allah,الله,0,0
2,187,medinan,1,Allah,الله,0,0
2,189,medinan,1,Allah,الله,0,0
2,190,medinan,1,Allah,الله,0,0
2,192,medinan,1,Allah,الله,0,0
2,193,medinan,1,Allah,الله,0,0
2,194,medinan,1,Allah,الله,0,0
2,195,medinan,1,Allah,الله,0,0
2,196,medinan,1,Allah,الله,0,0
2,197,medinan,1,Allah,الله,0,0
2,198,medinan,1,Allah,الله,0,0
2,199,medinan,1,Allah,الله,0,0
2,200,medinan,1,Allah,الله,0,0
2,202,medinan,1,Allah,الله,0,0
2,203,medinan,1,Allah,الله,0,0
2,204,medinan,1,Allah,الله,0,0
2,205,medinan,1,Allah,الله,0,0
2,206,medinan,1,Allah,الله,0,0
2,207,medinan,1,Allah,الله,0,0
2,209,medinan,1,Allah,الله,0,0
2,210,medinan,1,Allah,الله,0,0
2,211,medinan,1,Allah,الله,0,0
2,212,medinan,1,Allah,الله,0,0
2,213,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,214,medinan,1,Allah,الله,0,0
2,215,medinan,1,Allah,الله,0,0
2,216,medinan,1,Allah,الله,0,0
2,217,medinan,1,Allah,الله,0,0
2,218,medinan,1,Allah,الله,0,0
2,219,medinan,1,Allah,الله,0,0
2,220,medinan,1,Allah,الله,0,0
2,221,medinan,1,Allah,الله,0,0
2,222,medinan,1,Allah,الله,0,0
2,223,medinan,1,Allah,الله,0,0
2,224,medinan,1,Allah,الله,0,0
2,225,medinan,1,Allah,الله,0,0
2,226,medinan,1,Allah,الله,0,0
2,227,medinan,1,Allah,الله,0,0
2,228,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,229,medinan,1,Allah,الله,0,0
2,230,medinan,1,Allah,الله,0,0
2,231,medinan,1,Allah,الله,0,0
2,232,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,233,medinan,2,Allah|al-Warith,الله|الوارث,0,0
2,234,medinan,1,Allah,الله,0,0
2,235,medinan,1,Allah,الله,0,0
2,237,medinan,1,Allah,الله,0,0
2,238,medinan,1,Allah,الله,0,0
2,239,medinan,1,Allah,الله,0,0
2,240,medinan,1,Allah,الله,0,0
2,242,medinan,1,Allah,الله,0,0
2,243,medinan,1,Allah,الله,0,0
2,244,medinan,1,Allah,الله,0,0
2,245,medinan,1,Allah,الله,0,0
2,246,medinan,1,Allah,الله,0,0
2,247,medinan,1,Allah,الله,0,0
2,249,medinan,1,Allah,الله,0,0
2,251,medinan,1,Allah,الله,0,0
2,252,medinan,2,al-Haqq|Allah,الحق|الله,0,0
2,253,medinan,1,Allah,الله,0,0
2,255,medinan,5,al-Hayy|al-'Azim|al-'Aliyy|al-Qayyum|Allah,الحي|العظيم|العلي|القيوم|الله,1,1
2,256,medinan,1,Allah,الله,0,0
2,257,medinan,2,Allah|al-Nur,الله|النور,0,0
2,258,medinan,1,Allah,الله,0,0
2,259,medinan,1,Allah,الله,0,0
2,260,medinan,1,Allah,الله,0,0
2,261,medinan,1,Allah,الله,0,0
2,262,medinan,1,Allah,الله,0,0
2,263,medinan,1,Allah,الله,0,0
2,264,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
2,265,medinan,1,Allah,الله,0,0
2,266,medinan,1,Allah,الله,0,0
2,267,medinan,1,Allah,الله,0,0
2,268,medinan,1,Allah,الله,0,0
2,270,medinan,1,Allah,الله,0,0
2,271,medinan,1,Allah,الله,0,0
2,272,medinan,1,Allah,الله,0,0
2,273,medinan,1,Allah,الله,0,0
2,275,medinan,1,Allah,الله,0,0
2,276,medinan,1,Allah,الله,0,0
2,278,medinan,1,Allah,الله,0,0
2,279,medinan,1,Allah,الله,0,0
2,281,medinan,1,Allah,الله,0,0
2,282,medinan,3,al-Haqq|al-Adl|Allah,الحق|العدل|الله,0,0
2,283,medinan,1,Allah,الله,0,0
2,284,medinan,1,Allah,الله,0,0
2,285,medinan,1,Allah,الله,0,0
2,286,medinan,1,Allah,الله,0,0
3,2,medinan,3,al-Hayy|al-Qayyum|Allah,الحي|القيوم|الله,1,1
3,4,medinan,1,Allah,الله,0,0
3,5,medinan,1,Allah,الله,0,0
3,6,medinan,2,al-Hakim|al-Aziz,الحكيم|العزيز,1,1
3,7,medinan,1,Allah,الله,0,0
3,8,medinan,1,al-Wahhab,الوهاب,1,0
3,9,medinan,1,Allah,الله,0,0
3,10,medinan,1,Allah,الله,0,0
3,11,medinan,1,Allah,الله,0,0
3,13,medinan,1,Allah,الله,0,0
3,14,medinan,1,Allah,الله,0,0
3,15,medinan,1,Allah,الله,0,0
3,18,medinan,3,al-Hakim|al-Aziz|Allah,الحكيم|العزيز|الله,1,1
3,19,medinan,1,Allah,الله,0,0
3,20,medinan,1,Allah,الله,0,0
3,21,medinan,1,Allah,الله,0,0
3,23,medinan,1,Allah,الله,0,0
3,27,medinan,1,al-Hayy,الحي,0,0
3,28,medinan,1,Allah,الله,0,0
3,29,medinan,1,Allah,الله,0,0
3,30,medinan,1,Allah,الله,0,0
3,31,medinan,1,Allah,الله,0,0
3,32,medinan,1,Allah,الله,0,0
3,33,medinan,1,Allah,الله,0,0
3,34,medinan,1,Allah,الله,0,0
3,35,medinan,2,al-Sami|al-'Alim,السميع|العليم,1,1
3,36,medinan,1,Allah,الله,0,0
3,37,medinan,1,Allah,الله,0,0
3,39,medinan,1,Allah,الله,0,0
3,40,medinan,1,Allah,الله,0,0
3,42,medinan,1,Allah,الله,0,0
3,45,medinan,1,Allah,الله,0,0
3,47,medinan,1,Allah,الله,0,0
3,49,medinan,1,Allah,الله,0,0
3,50,medinan,1,Allah,الله,0,0
3,51,medinan,1,Allah,الله,0,0
3,52,medinan,1,Allah,الله,0,0
3,54,medinan,1,Allah,الله,0,0
3,55,medinan,1,Allah,الله,0,0
3,57,medinan,1,Allah,الله,0,0
3,58,medinan,1,al-Hakim,الحكيم,1,0
3,59,medinan,1,Allah,الله,0,0
3,61,medinan,1,Allah,الله,0,0
3,62,medinan,4,al-Haqq|al-Hakim|al-Aziz|Allah,الحق|الحكيم|العزيز|الله,1,1
3,63,medinan,1,Allah,الله,0,0
3,64,medinan,1,Allah,الله,0,0
3,66,medinan,1,Allah,الله,0,0
3,68,medinan,1,Allah,الله,0,0
3,70,medinan,1,Allah,الله,0,0
3,73,medinan,1,Allah,الله,0,0
3,74,medinan,2,al-'Azim|Allah,العظيم|الله,1,0
3,75,medinan,1,Allah,الله,0,0
3,76,medinan,1,Allah,الله,0,0
3,77,medinan,1,Allah,الله,0,0
3,78,medinan,1,Allah,الله,0,0
3,79,medinan,1,Allah,الله,0,0
3,81,medinan,1,Allah,الله,0,0
3,83,medinan,1,Allah,الله,0,0
3,84,medinan,1,Allah,الله,0,0
3,86,medinan,1,Allah,الله,0,0
3,87,medinan,1,Allah,الله,0,0
3,89,medinan,1,Allah,الله,0,0
3,92,medinan,1,Allah,الله,0,0
3,94,medinan,1,Allah,الله,0,0
3,95,medinan,1,Allah,الله,0,0
3,97,medinan,1,Allah,الله,0,0
3,98,medinan,1,Allah,الله,0,0
3,99,medinan,1,Allah,الله,0,0
3,101,medinan,1,Allah,الله,0,0
3,102,medinan,1,Allah,الله,0,0
3,103,medinan,1,Allah,الله,0,0
3,107,medinan,1,Allah,الله,0,0
3,108,medinan,2,al-Haqq|Allah,الحق|الله,0,0
3,109,medinan,1,Allah,الله,0,0
3,110,medinan,1,Allah,الله,0,0
3,112,medinan,1,Allah,الله,0,0
3,113,medinan,1,Allah,الله,0,0
3,114,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
3,115,medinan,1,Allah,الله,0,0
3,116,medinan,1,Allah,الله,0,0
3,117,medinan,1,Allah,الله,0,0
3,119,medinan,1,Allah,الله,0,0
3,120,medinan,1,Allah,الله,0,0
3,121,medinan,1,Allah,الله,0,0
3,122,medinan,1,Allah,الله,0,0
3,123,medinan,1,Allah,الله,0,0
3,126,medinan,3,al-Hakim|al-Aziz|Allah,الحكيم|العزيز|الله,1,1
3,129,medinan,1,Allah,الله,0,0
3,130,medinan,1,Allah,الله,0,0
3,132,medinan,1,Allah,الله,0,0
3,134,medinan,1,Allah,الله,0,0
3,135,medinan,1,Allah,الله,0,0
3,140,medinan,1,Allah,الله,0,0
3,141,medinan,1,Allah,الله,0,0
3,142,medinan,1,Allah,الله,0,0
3,144,medinan,1,Allah,الله,0,0
3,145,medinan,1,Allah,الله,0,0
3,146,medinan,1,Allah,الله,0,0
3,148,medinan,1,Allah,الله,0,0
3,150,medinan,1,Allah,الله,0,0
3,151,medinan,1,Allah,الله,0,0
3,152,medinan,1,Allah,الله,0,0
3,153,medinan,1,Allah,الله,0,0
3,154,medinan,2,al-Haqq|Allah,الحق|الله,0,0
3,155,medinan,1,Allah,الله,0,0
3,156,medinan,1,Allah,الله,0,0
3,157,medinan,1,Allah,الله,0,0
3,158,medinan,1,Allah,الله,0,0
3,159,medinan,1,Allah,الله,0,0
3,160,medinan,1,Allah,الله,0,0
3,162,medinan,1,Allah,الله,0,0
3,163,medinan,1,Allah,الله,0,0
3,164,medinan,1,Allah,الله,0,0
3,165,medinan,1,Allah,الله,0,0
3,166,medinan,1,Allah,الله,0,0
3,167,medinan,1,Allah,الله,0,0
3,169,medinan,1,Allah,الله,0,0
3,170,medinan,1,Allah,الله,0,0
3,171,medinan,1,Allah,الله,0,0
3,172,medinan,1,Allah,الله,0,0
3,173,medinan,2,Allah|al-Wakil,الله|الوكيل,1,0
3,174,medinan,1,Allah,الله,0,0
3,176,medinan,1,Allah,الله,0,0
3,177,medinan,1,Allah,الله,0,0
3,179,medinan,1,Allah,الله,0,0
3,180,medinan,1,Allah,الله,0,0
3,181,medinan,1,Allah,الله,0,0
3,182,medinan,1,Allah,الله,0,0
3,183,medinan,1,Allah,الله,0,0
3,187,medinan,1,Allah,الله,0,0
3,189,medinan,1,Allah,الله,0,0
3,191,medinan,1,Allah,الله,0,0
3,195,medinan,1,Allah,الله,0,0
3,198,medinan,1,Allah,الله,0,0
3,199,medinan,1,Allah,الله,0,0
3,200,medinan,1,Allah,الله,0,0
4,1,medinan,1,Allah,الله,0,0
4,5,medinan,1,Allah,الله,0,0
4,6,medinan,1,Allah,الله,0,0
4,9,medinan,1,Allah,الله,0,0
4,11,medinan,1,Allah,الله,0,0
4,12,medinan,1,Allah,الله,0,0
4,13,medinan,2,al-'Azim|Allah,العظيم|الله,1,0
4,14,medinan,1,Allah,الله,0,0
4,15,medinan,1,Allah,الله,0,0
4,16,medinan,1,Allah,الله,0,0
4,17,medinan,1,Allah,الله,0,0
4,19,medinan,1,Allah,الله,0,0
4,23,medinan,1,Allah,الله,0,0
4,24,medinan,1,Allah,الله,0,0
4,25,medinan,1,Allah,الله,0,0
4,26,medinan,1,Allah,الله,0,0
4,27,medinan,1,Allah,الله,0,0
4,28,medinan,1,Allah,الله,0,0
